0.00E+00	5.00E-01	0
1.32E-01	0.00E+00	0
1.52E-01	6.33E-02	0
1.79E-01	1.32E-01	0
1.94E-01	1.65E-01	0
2.05E-01	1.88E-01	0
2.15E-01	2.06E-01	0
2.24E-01	2.21E-01	0
2.32E-01	2.34E-01	0
2.40E-01	2.46E-01	0
2.47E-01	2.57E-01	0
2.53E-01	2.67E-01	0
2.59E-01	2.76E-01	0
2.65E-01	2.84E-01	0
2.71E-01	2.93E-01	0
2.77E-01	3.01E-01	0
2.82E-01	3.08E-01	0
2.88E-01	3.16E-01	0
2.93E-01	3.23E-01	0
2.98E-01	3.30E-01	0
3.07E-01	3.42E-01	0
5.12E-01	6.20E-01	0
1.78E-01	0.00E+00	0
2.12E-01	6.85E-02	0
2.31E-01	1.03E-01	0
2.45E-01	1.29E-01	0
2.58E-01	1.49E-01	0
2.69E-01	1.67E-01	0
2.79E-01	1.82E-01	0
2.88E-01	1.95E-01	0
2.97E-01	2.08E-01	0
3.05E-01	2.19E-01	0
3.13E-01	2.30E-01	0
3.20E-01	2.40E-01	0
3.28E-01	2.50E-01	0
3.35E-01	2.59E-01	0
3.42E-01	2.68E-01	0
3.48E-01	2.77E-01	0
3.55E-01	2.86E-01	0
3.61E-01	2.94E-01	0
3.73E-01	3.08E-01	0
6.41E-01	6.47E-01	0
2.51E-01	0.00E+00	0
2.73E-01	3.68E-02	0
2.91E-01	6.45E-02	0
3.06E-01	8.71E-02	0
3.20E-01	1.06E-01	0
3.32E-01	1.23E-01	0
3.43E-01	1.39E-01	0
3.54E-01	1.53E-01	0
3.64E-01	1.66E-01	0
3.74E-01	1.78E-01	0
3.83E-01	1.90E-01	0
3.92E-01	2.02E-01	0
4.01E-01	2.12E-01	0
4.09E-01	2.23E-01	0
4.17E-01	2.33E-01	0
4.25E-01	2.43E-01	0
4.33E-01	2.53E-01	0
4.47E-01	2.69E-01	0
7.80E-01	6.75E-01	0
2.98E-01	0.00E+00	0
3.18E-01	2.81E-02	0
3.35E-01	5.13E-02	0
3.50E-01	7.13E-02	0
3.64E-01	8.91E-02	0
3.77E-01	1.05E-01	0
3.89E-01	1.20E-01	0
4.00E-01	1.34E-01	0
4.11E-01	1.47E-01	0
4.21E-01	1.60E-01	0
4.31E-01	1.72E-01	0
4.41E-01	1.84E-01	0
4.51E-01	1.95E-01	0
4.60E-01	2.06E-01	0
4.69E-01	2.17E-01	0
4.79E-01	2.27E-01	0
4.93E-01	2.44E-01	0
8.78E-01	6.94E-01	0
3.40E-01	0.00E+00	0
3.58E-01	2.34E-02	0
3.75E-01	4.37E-02	0
3.90E-01	6.19E-02	0
4.04E-01	7.85E-02	0
4.17E-01	9.39E-02	0
4.29E-01	1.08E-01	0
4.41E-01	1.22E-01	0
4.53E-01	1.35E-01	0
4.64E-01	1.48E-01	0
4.75E-01	1.60E-01	0
4.85E-01	1.72E-01	0
4.96E-01	1.84E-01	0
5.06E-01	1.95E-01	0
5.16E-01	2.06E-01	0
5.32E-01	2.24E-01	0
9.66E-01	7.09E-01	0
3.78E-01	0.00E+00	0
3.96E-01	2.05E-02	0
4.12E-01	3.89E-02	0
4.27E-01	5.57E-02	0
4.41E-01	7.14E-02	0
4.55E-01	8.62E-02	0
4.68E-01	1.00E-01	0
4.80E-01	1.14E-01	0
4.92E-01	1.27E-01	0
5.04E-01	1.39E-01	0
5.16E-01	1.52E-01	0
5.27E-01	1.64E-01	0
5.38E-01	1.76E-01	0
5.49E-01	1.87E-01	0
5.66E-01	2.05E-01	0
1.05E+00	7.23E-01	0
4.15E-01	0.00E+00	0
4.32E-01	1.85E-02	0
4.48E-01	3.55E-02	0
4.63E-01	5.14E-02	0
4.78E-01	6.64E-02	0
4.92E-01	8.07E-02	0
5.05E-01	9.45E-02	0
5.18E-01	1.08E-01	0
5.31E-01	1.21E-01	0
5.43E-01	1.33E-01	0
5.56E-01	1.46E-01	0
5.68E-01	1.58E-01	0
5.79E-01	1.70E-01	0
5.97E-01	1.89E-01	0
1.13E+00	7.36E-01	0
4.50E-01	0.00E+00	0
4.68E-01	1.71E-02	0
4.84E-01	3.31E-02	0
4.99E-01	4.83E-02	0
5.14E-01	6.28E-02	0
5.28E-01	7.67E-02	0
5.42E-01	9.03E-02	0
5.56E-01	1.04E-01	0
5.69E-01	1.16E-01	0
5.82E-01	1.29E-01	0
5.95E-01	1.42E-01	0
6.08E-01	1.54E-01	0
6.27E-01	1.73E-01	0
1.21E+00	7.47E-01	0
4.86E-01	0.00E+00	0
5.03E-01	1.61E-02	0
5.19E-01	3.13E-02	0
5.35E-01	4.59E-02	0
5.50E-01	6.01E-02	0
5.65E-01	7.38E-02	0
5.79E-01	8.72E-02	0
5.93E-01	1.00E-01	0
6.07E-01	1.13E-01	0
6.21E-01	1.26E-01	0
6.35E-01	1.39E-01	0
6.55E-01	1.58E-01	0
1.29E+00	7.57E-01	0
5.21E-01	0.00E+00	0
5.38E-01	1.53E-02	0
5.54E-01	3.00E-02	0
5.71E-01	4.42E-02	0
5.86E-01	5.81E-02	0
6.01E-01	7.17E-02	0
6.16E-01	8.50E-02	0
6.31E-01	9.81E-02	0
6.46E-01	1.11E-01	0
6.60E-01	1.24E-01	0
6.81E-01	1.43E-01	0
1.37E+00	7.67E-01	0
5.56E-01	0.00E+00	0
5.73E-01	1.47E-02	0
5.90E-01	2.90E-02	0
6.07E-01	4.30E-02	0
6.23E-01	5.66E-02	0
6.39E-01	7.01E-02	0
6.54E-01	8.34E-02	0
6.70E-01	9.66E-02	0
6.85E-01	1.10E-01	0
7.07E-01	1.29E-01	0
1.46E+00	7.75E-01	0
5.92E-01	0.00E+00	0
6.09E-01	1.43E-02	0
6.27E-01	2.83E-02	0
6.44E-01	4.21E-02	0
6.60E-01	5.56E-02	0
6.77E-01	6.91E-02	0
6.93E-01	8.24E-02	0
7.09E-01	9.57E-02	0
7.33E-01	1.15E-01	0
1.54E+00	7.83E-01	0
6.28E-01	0.00E+00	0
6.46E-01	1.40E-02	0
6.64E-01	2.78E-02	0
6.82E-01	4.15E-02	0
6.99E-01	5.50E-02	0
7.16E-01	6.84E-02	0
7.33E-01	8.19E-02	0
7.57E-01	1.01E-01	0
1.62E+00	7.90E-01	0
6.65E-01	0.00E+00	0
6.84E-01	1.38E-02	0
7.02E-01	2.75E-02	0
7.21E-01	4.11E-02	0
7.39E-01	5.46E-02	0
7.57E-01	6.82E-02	0
7.82E-01	8.74E-02	0
1.71E+00	7.96E-01	0
7.04E-01	0.00E+00	0
7.23E-01	1.37E-02	0
7.42E-01	2.73E-02	0
7.61E-01	4.09E-02	0
7.80E-01	5.46E-02	0
8.06E-01	7.38E-02	0
1.80E+00	8.01E-01	0
7.43E-01	0.00E+00	0
7.63E-01	1.37E-02	0
7.83E-01	2.73E-02	0
8.02E-01	4.10E-02	0
8.30E-01	6.02E-02	0
1.89E+00	8.06E-01	0
7.84E-01	0.00E+00	0
8.04E-01	1.37E-02	0
8.25E-01	2.74E-02	0
8.54E-01	4.65E-02	0
1.99E+00	8.09E-01	0
8.26E-01	0.00E+00	0
8.48E-01	1.37E-02	0
8.77E-01	3.28E-02	0
2.08E+00	8.11E-01	0
8.70E-01	0.00E+00	0
9.01E-01	1.90E-02	0
2.18E+00	8.12E-01	0
9.33E-01	0.00E+00	0
2.30E+00	8.12E-01	0
