0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,1.860764741415017742e-01,0.000000000000000000e+00,1.081810000000535954e+00,0.000000000000000000e+00,6.757455943377627250e+01,1.000000000000000000e+00
2.000000000000000000e+00,4.511401887858676463e-01,5.161308531137583921e-01,2.143190000007489271e+00,3.024563739440642252e+01,2.781344410551893631e+01,3.024563739440642252e+01
3.000000000000000000e+00,4.569716187211746994e-01,5.255273824703681207e-01,2.162180000007613678e+00,3.074563739440642252e+01,2.754829938549500312e+01,3.074563739440642252e+01
4.000000000000000000e+00,6.975128289215141164e-01,9.149046208495461574e-01,2.162180000007613678e+00,3.074563739440642252e+01,2.754829938549500312e+01,3.074563739440642252e+01
5.000000000000000000e+00,4.787374435912752801e+00,0.000000000000000000e+00,3.626220000017204903e+00,0.000000000000000000e+00,1.600786217415584289e+01,6.049127478881284503e+01
6.000000000000000000e+00,7.458224514345426215e+00,1.608378346979911555e+00,3.659380000017422141e+00,3.024563739440642252e+01,1.585896393168759211e+01,6.099127478881284503e+01
7.000000000000000000e+00,1.457852637256576678e+01,9.008656132356165358e+00,3.659380000017422141e+00,3.024563739440642252e+01,1.585896393168759211e+01,6.099127478881284503e+01
8.000000000000000000e+00,-2.208283086628293646e+01,0.000000000000000000e+00,7.050629999904163725e+00,0.000000000000000000e+00,8.153829414010928645e+00,9.123691218321926044e+01
9.000000000000000000e+00,4.079177008029292750e+01,9.008656132356165358e+00,7.050629999904163725e+00,0.000000000000000000e+00,8.153829414010928645e+00,9.123691218321926044e+01
